genero,casado,edad,graduado,profesion,experiencia_laboral,nivel_gasto,dependientes
Femenino,Si,43,Si,Doctor,9,bajo,2
Femenino,No,29,Si,Espectaculo,8,bajo,2
Masculino,No,45,Si,Artista,1,bajo,2
Femenino,No,51,No,Domestico,8,bajo,0
Femenino,No,29,Si,Domestico,13,bajo,1
Masculino,No,43,Si,Artista,7,bajo,3
Femenino,Si,42,No,Artista,0,medio,3
Masculino,Si,47,No,Espectaculo,9,medio,6
Masculino,No,26,Si,Sanidad,1,bajo,3
Femenino,Si,60,Si,Abogado,1,alto,3
Masculino,Si,41,Si,Ejecutivo,5,bajo,2
Masculino,Si,47,Si,Ejecutivo,1,alto,4
Masculino,No,27,Si,Artista,7,bajo,3
Femenino,No,46,Si,Artista,8,bajo,1
Femenino,No,25,Si,Artista,2,bajo,2
Femenino,No,22,No,Sanidad,1,bajo,3
Masculino,Si,56,No,Ejecutivo,1,medio,3
Femenino,Si,35,Si,Domestico,9,medio,2
Femenino,Si,40,Si,Domestico,9,medio,0
Masculino,Si,50,Si,Artista,8,medio,2
Femenino,Si,61,Si,Domestico,1,medio,0
Masculino,No,33,No,Doctor,1,bajo,6
Femenino,Si,69,No,Espectaculo,1,bajo,2
Femenino,Si,38,Si,Ingenieria,4,bajo,2
Masculino,Si,42,Si,Doctor,1,medio,5
Masculino,Si,61,Si,Espectaculo,3,medio,6
Femenino,No,20,No,Sanidad,4,bajo,6
Femenino,Si,46,Si,Ingenieria,1,medio,2
Masculino,Si,40,No,Espectaculo,5,bajo,4
Masculino,Si,51,Si,Doctor,1,alto,2
Femenino,Si,58,Si,Artista,4,medio,5
Femenino,No,33,Si,Sanidad,1,bajo,5
Masculino,No,26,No,Espectaculo,0,bajo,2
Masculino,Si,58,No,Ejecutivo,4,alto,3
Masculino,Si,65,Si,Domestico,0,alto,2
Masculino,Si,41,Si,Ingenieria,1,medio,2
Masculino,Si,42,Si,Doctor,0,medio,2
Masculino,Si,25,No,Ingenieria,14,bajo,1
Femenino,No,30,No,Domestico,10,bajo,6
Masculino,No,33,No,Marketing,1,alto,1
Masculino,Si,79,No,Abogado,1,bajo,1
Femenino,Si,51,No,Sanidad,0,alto,3
Masculino,No,26,Si,Doctor,1,bajo,4
Femenino,Si,37,No,Espectaculo,2,medio,4
Femenino,No,25,No,Doctor,0,bajo,2
Masculino,No,41,Si,Marketing,0,bajo,2
Femenino,Si,83,Si,Ejecutivo,1,alto,3
Masculino,Si,35,Si,Espectaculo,0,medio,3
Masculino,No,21,No,Sanidad,3,bajo,7
Femenino,No,28,Si,Ingenieria,0,bajo,3
Masculino,Si,45,Si,Artista,0,medio,2
Masculino,Si,51,No,Ejecutivo,0,bajo,4
Masculino,No,25,Si,Espectaculo,1,bajo,3
Masculino,No,29,Si,Sanidad,2,bajo,3
Masculino,Si,45,No,Marketing,1,bajo,2
Femenino,No,29,No,Domestico,8,bajo,1
Femenino,Si,47,No,Ingenieria,8,medio,5
Femenino,No,40,Si,Artista,8,bajo,2
Femenino,Si,65,Si,Abogado,1,bajo,1
Masculino,No,40,Si,Artista,2,bajo,1
Masculino,Si,42,Si,Doctor,8,medio,2
Masculino,Si,45,Si,Artista,2,medio,3
Femenino,Si,58,Si,Ingenieria,1,bajo,1
Femenino,No,30,No,Doctor,1,bajo,3
Masculino,Si,35,Si,Artista,10,alto,2
Femenino,Si,53,No,Domestico,9,bajo,1
Femenino,Si,58,Si,Artista,0,medio,2
Femenino,Si,88,Si,Artista,1,alto,2
Femenino,No,27,No,Marketing,0,bajo,3
Masculino,No,39,Si,Artista,9,bajo,1
Femenino,No,28,No,Artista,1,bajo,4
Masculino,Si,35,No,Espectaculo,9,bajo,3
Masculino,Si,76,No,Ejecutivo,1,alto,2
Femenino,No,33,Si,Sanidad,0,bajo,1
Femenino,Si,59,Si,Doctor,5,bajo,2
Femenino,Si,45,Si,Doctor,0,bajo,1
Femenino,No,33,No,Ingenieria,1,bajo,3
Femenino,Si,86,No,Abogado,0,alto,2
Femenino,No,20,No,Sanidad,0,bajo,4
Femenino,No,25,No,Sanidad,0,bajo,8
Femenino,No,33,Si,Espectaculo,0,bajo,3
Femenino,Si,62,Si,Artista,0,alto,2
Femenino,Si,55,Si,Artista,4,medio,4
Masculino,No,39,Si,Artista,0,bajo,1
Masculino,No,30,Si,Sanidad,3,bajo,6
Femenino,Si,37,No,Ejecutivo,0,alto,2
Femenino,No,40,No,Marketing,0,bajo,1
Masculino,No,38,Si,Artista,6,bajo,4
Masculino,Si,52,No,Artista,1,bajo,2
Femenino,Si,48,No,Ingenieria,1,medio,5
Femenino,Si,60,No,Ingenieria,1,medio,5
Femenino,No,36,Si,Ingenieria,9,bajo,1
Masculino,Si,59,Si,Doctor,0,medio,2
Masculino,Si,71,No,Espectaculo,0,medio,3
Masculino,Si,78,No,Otro,0,bajo,1
Masculino,Si,37,Si,Ejecutivo,1,medio,2
Femenino,No,51,Si,Artista,0,bajo,1
Masculino,No,22,No,Sanidad,1,bajo,3
Masculino,Si,28,Si,Artista,1,medio,2
Femenino,No,22,No,Sanidad,1,bajo,8
Femenino,Si,48,Si,Domestico,1,alto,2
Femenino,No,23,No,Sanidad,1,bajo,4
Femenino,No,31,No,Ingenieria,1,bajo,8
Masculino,Si,37,No,Artista,1,bajo,5
Masculino,Si,50,Si,Doctor,1,medio,4
Femenino,No,50,Si,Ejecutivo,1,bajo,1
Femenino,No,43,Si,Artista,1,bajo,1
Masculino,No,20,No,Marketing,0,bajo,4
Femenino,No,28,Si,Espectaculo,0,bajo,4
Femenino,No,33,No,Sanidad,7,bajo,6
Femenino,No,49,Si,Artista,0,bajo,1
Masculino,No,43,Si,Artista,6,bajo,5
Femenino,No,40,Si,Sanidad,9,bajo,1
Femenino,No,21,No,Doctor,0,bajo,3
Femenino,Si,36,No,Ingenieria,1,bajo,5
Masculino,Si,49,No,Doctor,1,medio,3
Femenino,Si,36,Si,Espectaculo,0,bajo,2
Femenino,No,41,Si,Otro,2,bajo,1
Femenino,No,32,Si,Marketing,8,bajo,1
Femenino,Si,48,Si,Artista,4,medio,2
Masculino,Si,69,No,Espectaculo,3,bajo,8
Femenino,Si,67,Si,Ingenieria,1,bajo,1
Femenino,Si,32,No,Ingenieria,3,bajo,2
Masculino,Si,36,No,Ingenieria,0,medio,2
Masculino,Si,43,Si,Ejecutivo,6,alto,3
Masculino,Si,36,Si,Artista,9,medio,5
Masculino,No,23,No,Sanidad,3,bajo,4
Masculino,Si,36,Si,Artista,0,medio,2
Femenino,No,23,No,Sanidad,4,bajo,3
Femenino,Si,50,Si,Artista,8,medio,2
Masculino,No,22,No,Sanidad,1,bajo,4
Femenino,Si,35,Si,Doctor,0,medio,3
Femenino,Si,52,Si,Artista,0,medio,2
Femenino,Si,68,Si,Abogado,0,medio,3
Masculino,No,46,Si,Artista,1,bajo,2
Masculino,No,49,Si,Espectaculo,0,bajo,1
Masculino,Si,37,Si,Artista,0,medio,2
Masculino,Si,53,Si,Artista,9,medio,2
Femenino,Si,70,No,Ingenieria,7,bajo,1
Femenino,No,43,Si,Artista,8,bajo,4
Masculino,Si,83,Si,Ejecutivo,0,alto,2
Femenino,No,25,Si,Espectaculo,9,bajo,2
Masculino,Si,45,Si,Artista,0,medio,4
Femenino,No,29,Si,Ingenieria,1,bajo,1
Masculino,Si,43,Si,Artista,9,medio,2
Femenino,Si,65,Si,Abogado,0,bajo,1
Femenino,Si,46,Si,Artista,0,alto,4
Masculino,Si,59,Si,Artista,8,bajo,1
Femenino,No,30,Si,Sanidad,0,bajo,2
Masculino,Si,29,No,Sanidad,5,bajo,2
Masculino,Si,58,Si,Artista,9,bajo,1
Masculino,Si,71,No,Artista,1,bajo,5
Masculino,Si,53,No,Ejecutivo,1,bajo,5
Masculino,No,31,No,Sanidad,1,bajo,3
Masculino,Si,36,Si,Doctor,8,medio,4
Masculino,No,33,No,Ingenieria,0,bajo,4
Masculino,No,32,Si,Ingenieria,0,bajo,3
Femenino,No,49,Si,Espectaculo,0,bajo,1
Masculino,Si,84,No,Abogado,1,alto,2
Masculino,Si,30,Si,Sanidad,0,bajo,4
Masculino,No,26,No,Sanidad,1,bajo,4
Femenino,Si,41,Si,Artista,5,alto,3
Masculino,No,25,No,Sanidad,4,bajo,5
Masculino,Si,26,Si,Sanidad,9,alto,3
Femenino,No,27,No,Doctor,0,bajo,5
Masculino,Si,41,No,Ejecutivo,0,alto,3
Femenino,Si,80,Si,Abogado,0,bajo,1
Femenino,Si,50,Si,Sanidad,1,bajo,3
Femenino,Si,66,Si,Artista,0,bajo,2
Masculino,Si,58,No,Ejecutivo,1,alto,5
Femenino,No,42,Si,Doctor,0,bajo,3
Femenino,No,37,Si,Artista,0,bajo,3
Masculino,Si,49,Si,Artista,0,bajo,1
Masculino,No,39,Si,Espectaculo,3,bajo,2
Masculino,Si,69,No,Abogado,0,bajo,3
Femenino,Si,50,Si,Artista,1,alto,5
Masculino,Si,37,Si,Espectaculo,8,medio,2
Masculino,Si,61,No,Espectaculo,1,bajo,2
Masculino,Si,52,Si,Ejecutivo,1,alto,4
Femenino,No,23,No,Sanidad,1,bajo,4
Femenino,Si,49,Si,Artista,0,alto,4
Femenino,No,27,Si,Ingenieria,9,bajo,7
Masculino,No,43,Si,Artista,1,bajo,2
Femenino,No,35,No,Espectaculo,1,bajo,1
Femenino,Si,52,No,Ejecutivo,1,bajo,1
Femenino,No,43,Si,Doctor,0,bajo,0
Masculino,Si,48,Si,Ejecutivo,0,alto,4
Femenino,Si,37,Si,Otro,0,bajo,3
Masculino,No,26,No,Artista,8,bajo,5
Femenino,No,49,Si,Artista,1,bajo,2
Masculino,No,37,Si,Espectaculo,0,bajo,1
Masculino,No,30,No,Ejecutivo,13,bajo,4
Masculino,No,43,No,Espectaculo,0,bajo,1
Femenino,No,42,Si,Artista,0,bajo,3
Masculino,Si,60,Si,Artista,0,medio,2
Masculino,Si,71,No,Ejecutivo,1,alto,0
Femenino,No,23,No,Sanidad,4,bajo,7
Masculino,Si,81,Si,Abogado,9,bajo,1
Femenino,Si,45,Si,Ingenieria,2,bajo,1
Masculino,No,33,Si,Artista,1,bajo,2
Masculino,No,25,No,Espectaculo,8,bajo,2
Masculino,Si,38,No,Ejecutivo,1,medio,5
Masculino,Si,25,Si,Ejecutivo,8,alto,2
Masculino,Si,62,Si,Artista,1,alto,2
Masculino,Si,45,Si,Artista,1,bajo,4
Femenino,No,63,Si,Artista,1,bajo,2
Femenino,Si,39,Si,Artista,0,alto,2
Femenino,No,25,No,Ingenieria,1,bajo,1
Femenino,No,67,Si,Artista,0,bajo,1
Masculino,Si,81,Si,Espectaculo,1,bajo,1
Masculino,No,31,Si,Artista,1,bajo,4
Masculino,No,22,No,Sanidad,1,bajo,4
Femenino,No,33,No,Ingenieria,1,bajo,2
Femenino,Si,42,No,Artista,8,alto,5
Masculino,Si,25,No,Ejecutivo,4,alto,8
Femenino,Si,41,Si,Artista,1,alto,2
Femenino,Si,40,Si,Artista,1,bajo,1
Femenino,Si,50,Si,Artista,0,medio,2
Femenino,No,36,Si,Espectaculo,8,bajo,1
Femenino,No,31,No,Espectaculo,9,bajo,4
Femenino,Si,63,Si,Artista,0,medio,2
Masculino,Si,57,No,Ejecutivo,0,alto,4
Femenino,No,40,Si,Artista,0,bajo,1
Femenino,Si,45,Si,Artista,8,alto,3
Femenino,No,32,No,Sanidad,0,bajo,0
Masculino,No,25,Si,Sanidad,1,bajo,3
Femenino,No,22,No,Sanidad,0,bajo,4
Femenino,No,38,Si,Artista,1,bajo,3
Masculino,Si,37,Si,Artista,9,medio,2
Masculino,Si,78,No,Abogado,1,alto,2
Femenino,Si,37,Si,Artista,2,medio,2
Masculino,Si,43,Si,Sanidad,5,medio,2
Masculino,No,23,No,Sanidad,1,bajo,4
Masculino,No,43,No,Artista,0,bajo,1
Masculino,Si,43,Si,Artista,2,medio,2
Masculino,Si,71,No,Abogado,3,alto,2
Femenino,Si,38,Si,Artista,8,bajo,1
Femenino,No,20,No,Domestico,13,bajo,1
Femenino,No,27,Si,Sanidad,0,bajo,0
Masculino,Si,48,Si,Ejecutivo,9,alto,4
Masculino,Si,53,Si,Artista,1,medio,3
Femenino,Si,41,No,Ingenieria,0,bajo,2
Femenino,No,28,Si,Marketing,0,bajo,2
Masculino,No,22,No,Sanidad,1,bajo,6
Femenino,Si,43,Si,Artista,3,medio,2
Masculino,Si,28,No,Doctor,0,medio,2
Femenino,Si,48,Si,Doctor,1,medio,6
Masculino,Si,42,Si,Artista,14,bajo,2
Femenino,No,38,Si,Sanidad,0,bajo,4
Femenino,No,42,Si,Ingenieria,6,bajo,3
Masculino,No,43,Si,Espectaculo,1,bajo,2
Femenino,Si,46,Si,Artista,1,medio,2
Femenino,No,43,Si,Ingenieria,1,bajo,2
Femenino,No,28,Si,Sanidad,1,bajo,6
Femenino,Si,48,Si,Ingenieria,0,medio,4
Masculino,Si,82,No,Abogado,1,alto,2
Masculino,Si,49,Si,Artista,1,bajo,2
Femenino,Si,41,Si,Artista,0,medio,2
Masculino,Si,66,Si,Espectaculo,0,medio,2
Masculino,No,22,No,Sanidad,0,bajo,5
Femenino,No,31,Si,Sanidad,9,bajo,3
Femenino,Si,49,Si,Artista,3,alto,5
Masculino,Si,77,No,Abogado,1,alto,2
Masculino,No,41,Si,Espectaculo,0,bajo,2
Masculino,Si,78,No,Espectaculo,0,bajo,1
Masculino,No,41,Si,Artista,7,bajo,1
Femenino,Si,39,Si,Artista,3,medio,2
Masculino,Si,50,Si,Ejecutivo,0,alto,3
Masculino,Si,35,Si,Artista,3,medio,2
Femenino,Si,52,Si,Doctor,1,medio,3
Femenino,Si,50,Si,Ingenieria,4,medio,4
Masculino,Si,63,No,Sanidad,0,medio,4
Femenino,Si,47,Si,Artista,0,bajo,3
Femenino,No,38,No,Artista,4,bajo,2
Masculino,No,32,No,Doctor,2,bajo,2
Masculino,No,31,No,Sanidad,0,bajo,6
Masculino,Si,36,No,Ejecutivo,1,alto,3
Masculino,Si,67,Si,Artista,0,bajo,1
Masculino,Si,53,Si,Espectaculo,8,medio,4
Masculino,Si,51,Si,Artista,0,bajo,1
Masculino,Si,56,No,Ejecutivo,0,bajo,2
Masculino,Si,72,Si,Ejecutivo,1,alto,4
Femenino,Si,42,Si,Artista,2,medio,2
Femenino,Si,26,No,Domestico,9,medio,2
Femenino,No,29,No,Espectaculo,9,bajo,0
Masculino,No,37,Si,Espectaculo,1,bajo,2
Masculino,No,18,No,Sanidad,1,bajo,4
Femenino,No,31,Si,Doctor,1,bajo,3
Masculino,No,29,No,Marketing,1,bajo,7
Femenino,No,70,Si,Abogado,0,bajo,1
Femenino,No,19,No,Sanidad,1,bajo,5
Masculino,Si,46,Si,Artista,5,medio,2
Masculino,Si,53,No,Ejecutivo,1,alto,4
Femenino,Si,50,Si,Artista,0,bajo,1
Femenino,Si,43,Si,Artista,1,medio,3
Femenino,No,23,No,Sanidad,0,bajo,4
Femenino,Si,61,Si,Artista,0,medio,2
Masculino,Si,27,Si,Doctor,9,medio,2
Femenino,Si,63,Si,Otro,4,medio,3
Femenino,Si,83,Si,Abogado,1,bajo,1
Masculino,Si,32,Si,Sanidad,5,bajo,2
Masculino,Si,58,Si,Artista,1,medio,5
Masculino,Si,67,Si,Doctor,1,medio,3
Femenino,No,19,No,Sanidad,8,bajo,5
Masculino,Si,88,Si,Abogado,0,alto,2
Masculino,Si,35,Si,Artista,7,bajo,2
Masculino,Si,45,Si,Artista,0,medio,4
Femenino,Si,35,Si,Artista,9,medio,4
Femenino,Si,27,No,Sanidad,0,bajo,2
Masculino,Si,35,Si,Ejecutivo,4,alto,3
Femenino,No,20,No,Sanidad,2,bajo,3
Masculino,Si,41,No,Espectaculo,12,medio,3
Femenino,No,33,No,Sanidad,1,bajo,6
Masculino,Si,58,Si,Artista,0,bajo,1
Masculino,Si,86,No,Ejecutivo,0,alto,2
Masculino,Si,61,No,Ingenieria,7,medio,5
Masculino,No,32,Si,Artista,0,bajo,3
Masculino,No,20,No,Sanidad,0,bajo,3
Masculino,No,32,No,Artista,0,bajo,4
Femenino,Si,69,No,Artista,0,alto,2
Femenino,No,35,Si,Espectaculo,9,bajo,4
Femenino,No,72,Si,Abogado,1,bajo,2
Femenino,Si,37,Si,Artista,0,bajo,1
Masculino,No,22,No,Sanidad,0,bajo,0
Femenino,No,25,No,Sanidad,0,bajo,0
Masculino,No,33,Si,Sanidad,4,bajo,1
Masculino,Si,40,No,Ejecutivo,0,medio,4
Femenino,Si,55,Si,Artista,1,bajo,2
Masculino,Si,23,No,Ejecutivo,1,alto,9
Femenino,Si,51,No,Doctor,1,alto,1
Masculino,Si,69,No,Doctor,0,medio,3
Femenino,Si,73,No,Abogado,0,alto,2
Femenino,No,72,Si,Abogado,4,alto,0
Femenino,No,20,No,Marketing,1,bajo,3
Femenino,No,53,Si,Artista,1,bajo,1
Femenino,Si,46,Si,Artista,0,medio,4
Femenino,Si,53,Si,Ingenieria,0,bajo,4
Masculino,Si,53,No,Ejecutivo,0,medio,5
Masculino,Si,50,No,Ejecutivo,0,alto,4
Femenino,Si,66,Si,Artista,1,medio,3
Femenino,Si,86,Si,Abogado,1,bajo,2
Femenino,No,27,Si,Doctor,8,bajo,1
Femenino,No,42,Si,Artista,8,bajo,1
Masculino,No,33,No,Marketing,11,bajo,9
Masculino,Si,82,No,Ejecutivo,1,alto,2
Masculino,Si,26,No,Espectaculo,8,bajo,2
Masculino,Si,38,Si,Ingenieria,0,medio,4
Femenino,No,32,Si,Artista,6,bajo,7
Masculino,No,20,No,Sanidad,1,bajo,5
Masculino,No,27,No,Espectaculo,0,bajo,3
Masculino,No,22,No,Sanidad,0,bajo,4
Masculino,Si,80,Si,Abogado,0,alto,3
Masculino,Si,77,Si,Abogado,0,bajo,1
Masculino,No,22,No,Sanidad,1,bajo,2
Femenino,Si,32,Si,Sanidad,0,bajo,2
Masculino,Si,47,Si,Ejecutivo,9,bajo,0
Masculino,Si,49,Si,Espectaculo,1,medio,2
Masculino,Si,55,Si,Ejecutivo,0,alto,9
Masculino,No,28,Si,Espectaculo,1,bajo,2
Femenino,Si,42,No,Doctor,1,bajo,1
Femenino,No,37,Si,Artista,8,bajo,0
Femenino,No,20,No,Sanidad,1,bajo,3
Masculino,Si,43,Si,Marketing,0,alto,6
Femenino,Si,73,Si,Doctor,0,bajo,1
Femenino,No,46,No,Ingenieria,1,bajo,3
Masculino,Si,28,No,Doctor,0,medio,2
Femenino,Si,35,Si,Espectaculo,9,medio,2
Femenino,Si,48,Si,Artista,3,alto,3
Femenino,No,32,Si,Artista,0,bajo,3
Masculino,Si,66,Si,Ejecutivo,0,medio,2
Femenino,Si,47,Si,Artista,8,alto,2
Masculino,Si,28,Si,Sanidad,1,bajo,2
Femenino,Si,35,Si,Artista,3,medio,2
Femenino,Si,75,Si,Abogado,1,alto,2
Masculino,Si,48,Si,Ejecutivo,1,alto,3
Masculino,No,41,Si,Espectaculo,1,bajo,4
Femenino,No,25,No,Doctor,1,bajo,3
Femenino,Si,52,No,Doctor,0,medio,3
Masculino,Si,58,Si,Doctor,0,medio,2
Femenino,No,49,Si,Artista,0,bajo,3
Masculino,No,28,Si,Marketing,9,bajo,5
Masculino,No,53,Si,Artista,0,bajo,1
Femenino,No,27,Si,Doctor,0,bajo,4
Femenino,No,33,Si,Espectaculo,0,bajo,4
Femenino,Si,89,Si,Abogado,0,alto,2
Femenino,No,40,Si,Artista,1,bajo,1
Masculino,No,27,No,Sanidad,10,bajo,5
Masculino,Si,37,Si,Ejecutivo,1,bajo,6
Masculino,Si,56,No,Abogado,0,alto,3
Masculino,Si,48,Si,Ejecutivo,2,alto,5
Femenino,No,32,Si,Ingenieria,0,bajo,1
Masculino,Si,39,Si,Doctor,1,medio,3
Femenino,No,39,Si,Artista,9,bajo,1
Masculino,Si,60,No,Artista,1,alto,4
Femenino,No,33,Si,Ingenieria,9,bajo,2
Femenino,Si,50,No,Artista,0,medio,4
Femenino,No,20,No,Espectaculo,1,bajo,4
Femenino,No,37,No,Ingenieria,0,bajo,1
Masculino,Si,25,Si,Doctor,1,bajo,2
Masculino,Si,37,Si,Espectaculo,11,bajo,6
Masculino,Si,68,Si,Ingenieria,0,bajo,1
Masculino,No,20,No,Sanidad,2,bajo,3
Masculino,No,22,No,Sanidad,9,bajo,3
Femenino,Si,30,No,Doctor,1,medio,6
Femenino,Si,83,Si,Artista,0,alto,2
Femenino,No,52,Si,Artista,0,bajo,1
Femenino,No,19,No,Sanidad,7,bajo,1
Femenino,Si,36,Si,Ingenieria,11,bajo,2
Masculino,No,31,No,Sanidad,1,bajo,4
Masculino,Si,51,Si,Artista,0,medio,2
Femenino,Si,53,Si,Artista,8,medio,2
Femenino,No,31,Si,Sanidad,1,bajo,1
Masculino,Si,57,No,Espectaculo,0,bajo,4
Masculino,Si,36,Si,Artista,0,medio,5
Femenino,No,41,Si,Marketing,1,bajo,2
Masculino,Si,69,Si,Artista,0,bajo,1
Masculino,Si,37,No,Espectaculo,11,medio,2
Femenino,No,41,Si,Sanidad,0,bajo,1
Femenino,No,49,Si,Doctor,0,bajo,1
Masculino,Si,59,Si,Marketing,0,medio,3
Femenino,Si,37,Si,Doctor,2,alto,2
Femenino,Si,68,Si,Abogado,3,alto,4
Femenino,No,42,Si,Artista,1,bajo,2
Masculino,No,52,No,Doctor,0,alto,3
Femenino,Si,46,Si,Artista,1,medio,4
Masculino,No,49,No,Espectaculo,1,bajo,3
Femenino,No,33,Si,Ingenieria,1,bajo,5
Masculino,Si,33,No,Artista,1,bajo,3
Masculino,No,32,No,Marketing,0,bajo,3
Femenino,Si,87,Si,Abogado,0,alto,2
Masculino,Si,52,Si,Espectaculo,0,medio,4
Femenino,No,27,No,Ingenieria,14,bajo,8
Masculino,Si,63,Si,Espectaculo,6,bajo,2
Femenino,Si,89,Si,Abogado,1,alto,2
Masculino,Si,31,No,Ejecutivo,1,medio,2
Femenino,No,41,Si,Artista,0,bajo,1
Femenino,Si,50,Si,Artista,1,alto,7
Femenino,Si,70,No,Ingenieria,0,medio,2
Femenino,Si,55,Si,Ingenieria,1,medio,3
Femenino,Si,36,Si,Domestico,8,medio,5
Femenino,Si,66,Si,Abogado,4,bajo,1
Femenino,Si,49,No,Ingenieria,5,medio,5
Masculino,Si,65,Si,Artista,1,medio,4
Femenino,No,23,No,Sanidad,1,bajo,4
Masculino,Si,45,No,Artista,3,alto,4
Masculino,No,33,No,Espectaculo,1,bajo,5
Masculino,Si,48,Si,Ejecutivo,1,alto,3
Masculino,No,28,Si,Sanidad,5,bajo,4
Femenino,No,27,Si,Artista,0,bajo,8
Femenino,Si,45,Si,Ingenieria,1,bajo,3
Femenino,Si,49,Si,Espectaculo,2,medio,3
Femenino,Si,56,Si,Artista,1,medio,2
Femenino,Si,29,No,Artista,0,medio,2
Femenino,Si,57,Si,Artista,0,medio,4
Masculino,Si,65,No,Espectaculo,1,bajo,1
Femenino,Si,61,Si,Ingenieria,1,medio,5
Femenino,No,32,No,Sanidad,0,bajo,4
Masculino,Si,35,Si,Artista,1,bajo,1
Femenino,Si,82,Si,Abogado,1,alto,2
Femenino,Si,37,No,Ingenieria,1,bajo,4
Femenino,No,26,No,Ingenieria,0,bajo,5
Masculino,No,32,Si,Sanidad,2,bajo,3
Femenino,Si,81,Si,Abogado,1,alto,2
Masculino,No,49,Si,Artista,0,bajo,1
Masculino,Si,46,Si,Marketing,1,bajo,3
Masculino,No,66,Si,Artista,0,bajo,0
Masculino,No,27,Si,Espectaculo,9,bajo,3
Femenino,Si,66,Si,Abogado,6,medio,4
Masculino,Si,31,Si,Artista,0,medio,3
Masculino,Si,53,Si,Doctor,4,medio,2
Femenino,No,29,Si,Doctor,0,bajo,5
Masculino,Si,60,Si,Espectaculo,1,medio,5
Femenino,No,43,No,Doctor,4,bajo,6
Masculino,Si,73,Si,Espectaculo,5,bajo,1
Masculino,Si,47,No,Espectaculo,0,medio,3
Masculino,No,20,No,Sanidad,1,bajo,3
Masculino,Si,38,Si,Artista,0,bajo,2
Femenino,Si,56,Si,Abogado,5,alto,9
Masculino,Si,51,Si,Artista,0,medio,5
Masculino,Si,27,Si,Artista,4,medio,2
Masculino,No,30,Si,Artista,2,bajo,2
Masculino,Si,49,Si,Artista,1,medio,4
Femenino,No,30,Si,Sanidad,0,bajo,6
Masculino,Si,26,No,Doctor,9,medio,2
Masculino,Si,42,Si,Artista,3,medio,4
Masculino,No,23,No,Sanidad,0,bajo,0
Masculino,Si,49,Si,Ejecutivo,1,alto,5
Masculino,Si,59,Si,Ejecutivo,3,alto,4
Masculino,No,31,Si,Sanidad,8,bajo,0
Femenino,Si,49,Si,Artista,0,medio,5
Masculino,Si,32,Si,Artista,9,medio,2
Masculino,Si,41,Si,Espectaculo,5,bajo,1
Masculino,Si,71,Si,Ejecutivo,1,alto,4
Masculino,Si,62,Si,Espectaculo,0,medio,3
Femenino,No,41,No,Doctor,0,bajo,1
Masculino,No,41,Si,Doctor,2,bajo,2
Masculino,Si,53,Si,Artista,3,medio,3
Masculino,Si,46,Si,Doctor,2,bajo,4
Masculino,Si,50,Si,Ejecutivo,1,alto,3
Femenino,Si,40,No,Artista,1,bajo,1
Femenino,No,49,No,Artista,9,bajo,1
Femenino,No,30,Si,Sanidad,9,bajo,3
Masculino,Si,36,Si,Artista,0,medio,4
Femenino,Si,66,Si,Abogado,0,alto,3
Femenino,Si,37,Si,Otro,0,bajo,0
Femenino,No,26,No,Sanidad,1,bajo,0
Femenino,No,27,No,Sanidad,0,bajo,4
Masculino,No,42,No,Espectaculo,1,bajo,3
Masculino,No,28,No,Doctor,1,bajo,1
Masculino,Si,48,Si,Espectaculo,6,bajo,2
Masculino,Si,36,No,Espectaculo,9,medio,2
Masculino,Si,41,Si,Otro,0,bajo,2
Masculino,Si,40,Si,Artista,1,bajo,2
Femenino,Si,57,Si,Artista,0,alto,2
Femenino,No,42,Si,Espectaculo,5,bajo,7
Femenino,No,21,No,Sanidad,1,bajo,7
Femenino,No,27,Si,Sanidad,0,bajo,4
Femenino,No,26,Si,Marketing,9,bajo,0
Femenino,Si,46,Si,Artista,4,alto,5
Femenino,No,27,No,Ingenieria,0,bajo,6
Femenino,No,25,No,Marketing,8,bajo,5
Masculino,Si,87,Si,Abogado,0,alto,2
Masculino,No,27,Si,Sanidad,1,bajo,3
Femenino,Si,48,Si,Marketing,6,bajo,1
Masculino,Si,51,Si,Doctor,1,medio,4
Masculino,Si,48,Si,Artista,7,medio,2
Masculino,Si,52,No,Artista,0,alto,2
Femenino,Si,68,Si,Abogado,0,alto,2
Masculino,Si,35,Si,Artista,3,medio,3
Femenino,Si,39,Si,Domestico,9,bajo,1
Femenino,Si,53,Si,Artista,2,alto,2
Masculino,Si,41,Si,Artista,1,medio,2
Masculino,Si,41,Si,Artista,11,alto,2
Femenino,No,25,No,Ingenieria,1,bajo,1
Femenino,Si,23,No,Sanidad,7,alto,2
Femenino,Si,47,Si,Artista,1,alto,5
Femenino,Si,35,Si,Artista,0,alto,2
Masculino,Si,51,Si,Ejecutivo,1,bajo,3
Femenino,No,38,Si,Ingenieria,1,bajo,1
Masculino,Si,62,Si,Artista,10,bajo,1
Femenino,No,43,Si,Espectaculo,8,bajo,0
Masculino,Si,60,Si,Ejecutivo,1,alto,6
Masculino,Si,47,Si,Ejecutivo,1,alto,4
Masculino,No,22,No,Marketing,0,bajo,4
Femenino,No,31,No,Marketing,0,bajo,3
Femenino,Si,38,Si,Ingenieria,3,bajo,2
Femenino,Si,42,No,Espectaculo,6,medio,5
Femenino,Si,50,Si,Artista,1,medio,3
Masculino,Si,38,No,Artista,5,medio,3
Femenino,Si,55,Si,Doctor,0,medio,3
